Entity,Code,Day,Daily hospital occupancy
Australia,AUS,2020-03-31,426
Australia,AUS,2020-04-01,441
Australia,AUS,2020-04-02,415
Australia,AUS,2020-04-03,457
Australia,AUS,2020-04-04,490
Australia,AUS,2020-04-05,457
Australia,AUS,2020-04-06,305
Australia,AUS,2020-04-07,263
Australia,AUS,2020-04-08,262
Australia,AUS,2020-04-09,247
Australia,AUS,2020-04-10,240
Australia,AUS,2020-04-11,239
Australia,AUS,2020-04-12,227
Australia,AUS,2020-04-13,230
Australia,AUS,2020-04-14,214
Australia,AUS,2020-04-15,201
Australia,AUS,2020-04-16,192
Australia,AUS,2020-04-17,184
Australia,AUS,2020-04-18,177
Australia,AUS,2020-04-19,170
Australia,AUS,2020-04-20,167
Australia,AUS,2020-04-21,161
Australia,AUS,2020-04-22,152
Australia,AUS,2020-04-23,138
Australia,AUS,2020-04-24,129
Australia,AUS,2020-04-25,115
Australia,AUS,2020-04-26,113
Australia,AUS,2020-04-27,109
Australia,AUS,2020-04-28,93
Australia,AUS,2020-04-29,89
Australia,AUS,2020-04-30,83
Australia,AUS,2020-05-01,79
Australia,AUS,2020-05-02,75
Australia,AUS,2020-05-03,70
Australia,AUS,2020-05-04,66
Australia,AUS,2020-05-05,62
Australia,AUS,2020-05-06,58
Australia,AUS,2020-05-07,56
Australia,AUS,2020-05-08,51
Australia,AUS,2020-05-09,43
Australia,AUS,2020-05-10,49
Australia,AUS,2020-05-11,47
Australia,AUS,2020-05-12,50
Australia,AUS,2020-05-13,51
Australia,AUS,2020-05-14,46
Australia,AUS,2020-05-15,49
Australia,AUS,2020-05-16,50
Australia,AUS,2020-05-17,45
Australia,AUS,2020-05-18,47
Australia,AUS,2020-05-19,43
Australia,AUS,2020-05-20,41
Australia,AUS,2020-05-21,39
Australia,AUS,2020-05-22,35
Australia,AUS,2020-05-23,33
Australia,AUS,2020-05-24,31
Australia,AUS,2020-05-25,30
Australia,AUS,2020-05-26,30
Australia,AUS,2020-05-27,29
Australia,AUS,2020-05-28,23
Australia,AUS,2020-05-29,22
Australia,AUS,2020-05-30,20
Australia,AUS,2020-05-31,20
Australia,AUS,2020-06-01,26
Australia,AUS,2020-06-02,25
Australia,AUS,2020-06-03,22
Australia,AUS,2020-06-04,21
Australia,AUS,2020-06-05,21
Australia,AUS,2020-06-06,18
Australia,AUS,2020-06-07,19
Australia,AUS,2020-06-08,18
Australia,AUS,2020-06-09,20
Australia,AUS,2020-06-10,18
Australia,AUS,2020-06-11,17
Australia,AUS,2020-06-12,16
Australia,AUS,2020-06-13,16
Australia,AUS,2020-06-14,17
Australia,AUS,2020-06-15,17
Australia,AUS,2020-06-16,16
Australia,AUS,2020-06-17,14
Australia,AUS,2020-06-18,15
Australia,AUS,2020-06-19,17
Australia,AUS,2020-06-20,16
Australia,AUS,2020-06-21,18
Australia,AUS,2020-06-22,19
Australia,AUS,2020-06-23,16
Australia,AUS,2020-06-24,16
Australia,AUS,2020-06-25,12
Australia,AUS,2020-06-26,12
Australia,AUS,2020-06-27,11
Australia,AUS,2020-06-28,15
Australia,AUS,2020-06-29,14
Australia,AUS,2020-06-30,18
Australia,AUS,2020-07-01,24
Australia,AUS,2020-07-02,27
Australia,AUS,2020-07-03,29
Australia,AUS,2020-07-04,30
Australia,AUS,2020-07-05,34
Australia,AUS,2020-07-06,39
Australia,AUS,2020-07-07,46
Australia,AUS,2020-07-08,45
Australia,AUS,2020-07-09,54
Australia,AUS,2020-07-10,55
Australia,AUS,2020-07-11,67
Australia,AUS,2020-07-12,92
Australia,AUS,2020-07-13,90
Australia,AUS,2020-07-14,111
Australia,AUS,2020-07-15,114
Australia,AUS,2020-07-16,126
Australia,AUS,2020-07-17,115
Australia,AUS,2020-07-18,135
Australia,AUS,2020-07-19,156
Australia,AUS,2020-07-20,182
Australia,AUS,2020-07-21,214
Australia,AUS,2020-07-22,211
Australia,AUS,2020-07-23,217
Australia,AUS,2020-07-24,239
Australia,AUS,2020-07-25,241
Australia,AUS,2020-07-26,259
Australia,AUS,2020-07-27,275
Australia,AUS,2020-07-28,323
Australia,AUS,2020-07-29,330
Australia,AUS,2020-07-30,366
Australia,AUS,2020-07-31,401
Australia,AUS,2020-08-01,408
Australia,AUS,2020-08-02,439
Australia,AUS,2020-08-03,483
Australia,AUS,2020-08-04,566
Australia,AUS,2020-08-05,600
Australia,AUS,2020-08-06,632
Australia,AUS,2020-08-07,659
Australia,AUS,2020-08-08,658
Australia,AUS,2020-08-09,664
Australia,AUS,2020-08-10,673
Australia,AUS,2020-08-11,686
Australia,AUS,2020-08-12,686
Australia,AUS,2020-08-13,679
Australia,AUS,2020-08-14,681
Australia,AUS,2020-08-15,680
Australia,AUS,2020-08-16,674
Australia,AUS,2020-08-17,682
Australia,AUS,2020-08-18,694
Australia,AUS,2020-08-19,644
Australia,AUS,2020-08-20,647
Australia,AUS,2020-08-21,631
Australia,AUS,2020-08-22,604
Australia,AUS,2020-08-23,659
Australia,AUS,2020-08-24,644
Australia,AUS,2020-08-25,603
Australia,AUS,2020-08-26,558
Australia,AUS,2020-08-27,543
Australia,AUS,2020-08-28,510
Australia,AUS,2020-08-29,501
Australia,AUS,2020-08-30,481
Australia,AUS,2020-08-31,450
Australia,AUS,2020-09-01,432
Australia,AUS,2020-09-02,391
Australia,AUS,2020-09-03,357
Australia,AUS,2020-09-04,326
Australia,AUS,2020-09-05,310
Australia,AUS,2020-09-06,294
Australia,AUS,2020-09-07,263
Australia,AUS,2020-09-08,221
Australia,AUS,2020-09-09,195
Australia,AUS,2020-09-10,162
Australia,AUS,2020-09-11,151
Australia,AUS,2020-09-12,137
Australia,AUS,2020-09-13,141
Australia,AUS,2020-09-14,139
Australia,AUS,2020-09-15,126
Australia,AUS,2020-09-16,117
Australia,AUS,2020-09-17,108
Australia,AUS,2020-09-18,106
Australia,AUS,2020-09-19,109
Australia,AUS,2020-09-20,107
Australia,AUS,2020-09-21,100
Australia,AUS,2020-09-22,89
Australia,AUS,2020-09-23,81
Australia,AUS,2020-09-24,71
Australia,AUS,2020-09-25,68
Australia,AUS,2020-09-26,65
Australia,AUS,2020-09-27,62
Australia,AUS,2020-09-28,60
Australia,AUS,2020-09-29,55
Australia,AUS,2020-09-30,50
Australia,AUS,2020-10-01,51
Australia,AUS,2020-10-02,49
Australia,AUS,2020-10-03,46
Australia,AUS,2020-10-04,46
Australia,AUS,2020-10-05,37
Australia,AUS,2020-10-06,32
Australia,AUS,2020-10-07,31
Australia,AUS,2020-10-08,28
Australia,AUS,2020-10-09,31
Australia,AUS,2020-10-10,31
Australia,AUS,2020-10-11,32
Australia,AUS,2020-10-12,31
Australia,AUS,2020-10-13,28
Australia,AUS,2020-10-14,26
Australia,AUS,2020-10-15,20
Australia,AUS,2020-10-16,18
Australia,AUS,2020-10-17,16
Australia,AUS,2020-10-18,17
Australia,AUS,2020-10-19,17
Australia,AUS,2020-10-20,16
Australia,AUS,2020-10-21,16
Australia,AUS,2020-10-22,20
Australia,AUS,2020-10-23,18
Australia,AUS,2020-10-24,17
Australia,AUS,2020-10-25,17
Australia,AUS,2020-10-26,15
Australia,AUS,2020-10-27,13
Australia,AUS,2020-10-28,19
Australia,AUS,2020-10-29,20
Australia,AUS,2020-10-30,17
Australia,AUS,2020-10-31,17
Australia,AUS,2020-11-01,16
Australia,AUS,2020-11-02,15
Australia,AUS,2020-11-03,20
Australia,AUS,2020-11-04,21
Australia,AUS,2020-11-05,20
Australia,AUS,2020-11-06,19
Australia,AUS,2020-11-07,19
Australia,AUS,2020-11-08,20
Australia,AUS,2020-11-09,20
Australia,AUS,2020-11-10,22
Australia,AUS,2020-11-11,22
Australia,AUS,2020-11-12,22
Australia,AUS,2020-11-13,21
Australia,AUS,2020-11-14,22
Australia,AUS,2020-11-15,24
Australia,AUS,2020-11-16,23
Australia,AUS,2020-11-17,22
Australia,AUS,2020-11-18,26
Australia,AUS,2020-11-19,23
Australia,AUS,2020-11-20,25
Australia,AUS,2020-11-21,22
Australia,AUS,2020-11-22,21
Australia,AUS,2020-11-23,25
Australia,AUS,2020-11-24,24
Australia,AUS,2020-11-25,24
Australia,AUS,2020-11-26,22
Australia,AUS,2020-11-27,21
Australia,AUS,2020-11-28,21
Australia,AUS,2020-11-29,22
Australia,AUS,2020-11-30,21
Australia,AUS,2020-12-01,21
Australia,AUS,2020-12-02,26
Australia,AUS,2020-12-03,27
Australia,AUS,2020-12-04,28
Australia,AUS,2020-12-05,29
Australia,AUS,2020-12-06,33
Australia,AUS,2020-12-07,37
Australia,AUS,2020-12-08,32
Australia,AUS,2020-12-09,38
Australia,AUS,2020-12-10,38
Australia,AUS,2020-12-11,37
Australia,AUS,2020-12-12,34
Australia,AUS,2020-12-13,28
Australia,AUS,2020-12-14,31
Australia,AUS,2020-12-15,28
Australia,AUS,2020-12-16,29
Australia,AUS,2020-12-17,24
Australia,AUS,2020-12-18,25
Australia,AUS,2020-12-19,26
Australia,AUS,2020-12-20,23
Australia,AUS,2020-12-21,22
Australia,AUS,2020-12-22,20
Australia,AUS,2020-12-23,21
Australia,AUS,2020-12-24,24
Australia,AUS,2020-12-25,23
Australia,AUS,2020-12-26,25
Australia,AUS,2020-12-27,19
Australia,AUS,2020-12-28,24
Australia,AUS,2020-12-29,19
Australia,AUS,2020-12-30,22
Australia,AUS,2020-12-31,19
Australia,AUS,2021-01-01,25
Australia,AUS,2021-01-02,26
Australia,AUS,2021-01-03,26
Australia,AUS,2021-01-04,32
Australia,AUS,2021-01-05,36
Australia,AUS,2021-01-06,38
Australia,AUS,2021-01-07,41
Australia,AUS,2021-01-08,40
Australia,AUS,2021-01-09,41
Australia,AUS,2021-01-10,45
Australia,AUS,2021-01-11,47
Australia,AUS,2021-01-12,44
Australia,AUS,2021-01-13,46
Australia,AUS,2021-01-14,51
Australia,AUS,2021-01-15,47
Australia,AUS,2021-01-16,38
Australia,AUS,2021-01-17,34
Australia,AUS,2021-01-18,32
Australia,AUS,2021-01-19,36
Australia,AUS,2021-01-20,32
Australia,AUS,2021-01-21,34
Australia,AUS,2021-01-22,32
Australia,AUS,2021-01-23,26
Australia,AUS,2021-01-24,25
Australia,AUS,2021-01-25,28
Australia,AUS,2021-01-26,21
Australia,AUS,2021-01-27,21
Australia,AUS,2021-01-28,20
Australia,AUS,2021-01-29,14
Australia,AUS,2021-01-30,14
Australia,AUS,2021-01-31,10
Australia,AUS,2021-02-01,9
Australia,AUS,2021-02-02,9
Australia,AUS,2021-02-03,10
Australia,AUS,2021-02-04,9
Australia,AUS,2021-02-05,9
Australia,AUS,2021-02-06,11
Australia,AUS,2021-02-07,10
Australia,AUS,2021-02-08,11
Australia,AUS,2021-02-09,12
Australia,AUS,2021-02-10,11
Australia,AUS,2021-02-11,12
Australia,AUS,2021-02-12,11
Australia,AUS,2021-02-13,14
Australia,AUS,2021-02-14,14
Australia,AUS,2021-02-15,12
Australia,AUS,2021-02-16,11
Australia,AUS,2021-02-17,12
Australia,AUS,2021-02-18,10
Australia,AUS,2021-02-19,10
Australia,AUS,2021-02-20,10
Australia,AUS,2021-02-21,11
Australia,AUS,2021-02-22,11
Australia,AUS,2021-02-23,12
Australia,AUS,2021-02-24,13
Australia,AUS,2021-02-25,17
Australia,AUS,2021-02-26,21
Australia,AUS,2021-02-27,19
Australia,AUS,2021-02-28,17
Australia,AUS,2021-03-01,24
Australia,AUS,2021-03-02,20
Australia,AUS,2021-03-03,27
Australia,AUS,2021-03-04,24
Australia,AUS,2021-03-05,27
Australia,AUS,2021-03-06,29
Australia,AUS,2021-03-07,29
Australia,AUS,2021-03-08,29
Australia,AUS,2021-03-09,42
Australia,AUS,2021-03-10,46
Australia,AUS,2021-03-11,44
Australia,AUS,2021-03-12,48
Australia,AUS,2021-03-13,41
Australia,AUS,2021-03-14,37
Australia,AUS,2021-03-15,43
Australia,AUS,2021-03-16,47
Australia,AUS,2021-03-17,46
Australia,AUS,2021-03-18,63
Australia,AUS,2021-03-19,64
Australia,AUS,2021-03-20,60
Australia,AUS,2021-03-21,64
Australia,AUS,2021-03-22,66
Australia,AUS,2021-03-23,72
Australia,AUS,2021-03-24,71
Australia,AUS,2021-03-25,73
Australia,AUS,2021-03-26,75
Australia,AUS,2021-03-27,77
Australia,AUS,2021-03-28,78
Australia,AUS,2021-03-29,83
Australia,AUS,2021-03-30,76
Australia,AUS,2021-03-31,87
Australia,AUS,2021-04-01,86
Australia,AUS,2021-04-02,78
Australia,AUS,2021-04-03,81
Australia,AUS,2021-04-04,84
Australia,AUS,2021-04-05,79
Australia,AUS,2021-04-06,82
Australia,AUS,2021-04-07,76
Australia,AUS,2021-04-08,76
Australia,AUS,2021-04-09,69
Australia,AUS,2021-04-10,65
Australia,AUS,2021-04-11,62
Australia,AUS,2021-04-12,63
Australia,AUS,2021-04-13,59
Australia,AUS,2021-04-14,50
Australia,AUS,2021-04-15,46
Australia,AUS,2021-04-16,44
Australia,AUS,2021-04-17,44
Australia,AUS,2021-04-18,47
Australia,AUS,2021-04-19,48
Australia,AUS,2021-04-20,47
Australia,AUS,2021-04-21,47
Australia,AUS,2021-04-22,61
Australia,AUS,2021-04-23,67
Australia,AUS,2021-04-24,68
Australia,AUS,2021-04-25,73
Australia,AUS,2021-04-26,71
Australia,AUS,2021-04-27,75
Australia,AUS,2021-04-28,69
Australia,AUS,2021-04-29,72
Australia,AUS,2021-04-30,74
Australia,AUS,2021-05-01,63
Australia,AUS,2021-05-02,57
Australia,AUS,2021-05-03,60
Australia,AUS,2021-05-04,54
Australia,AUS,2021-05-05,46
Australia,AUS,2021-05-06,38
Australia,AUS,2021-05-07,38
Australia,AUS,2021-05-08,36
Australia,AUS,2021-05-09,31
Australia,AUS,2021-05-10,29
Australia,AUS,2021-05-11,31
Australia,AUS,2021-05-12,27
Australia,AUS,2021-05-13,24
Australia,AUS,2021-05-14,23
Australia,AUS,2021-05-15,19
Australia,AUS,2021-05-16,21
Australia,AUS,2021-05-17,23
Australia,AUS,2021-05-18,23
Australia,AUS,2021-05-19,21
Australia,AUS,2021-05-20,17
Australia,AUS,2021-05-21,20
Australia,AUS,2021-05-22,17
Australia,AUS,2021-05-23,17
Australia,AUS,2021-05-24,18
Australia,AUS,2021-05-25,19
Australia,AUS,2021-05-26,17
Australia,AUS,2021-05-27,18
Australia,AUS,2021-05-28,17
Australia,AUS,2021-05-29,19
Australia,AUS,2021-05-30,21
Australia,AUS,2021-05-31,17
Australia,AUS,2021-06-01,21
Australia,AUS,2021-06-02,22
Australia,AUS,2021-06-03,19
Australia,AUS,2021-06-04,17
Australia,AUS,2021-06-05,16
Australia,AUS,2021-06-06,17
Australia,AUS,2021-06-07,19
Australia,AUS,2021-06-08,13
Australia,AUS,2021-06-09,16
Australia,AUS,2021-06-10,16
Australia,AUS,2021-06-11,15
Australia,AUS,2021-06-12,16
Australia,AUS,2021-06-13,25
Australia,AUS,2021-06-14,25
Australia,AUS,2021-06-15,27
Australia,AUS,2021-06-16,29
Australia,AUS,2021-06-17,32
Australia,AUS,2021-06-18,36
Australia,AUS,2021-06-19,35
Australia,AUS,2021-06-20,36
Australia,AUS,2021-06-21,37
Australia,AUS,2021-06-22,43
Australia,AUS,2021-06-23,45
Australia,AUS,2021-06-24,48
Australia,AUS,2021-06-25,50
Australia,AUS,2021-06-26,50
Australia,AUS,2021-06-27,59
Australia,AUS,2021-06-28,60
Australia,AUS,2021-06-29,62
Australia,AUS,2021-06-30,67
Australia,AUS,2021-07-01,73
Australia,AUS,2021-07-02,66
Australia,AUS,2021-07-03,75
Australia,AUS,2021-07-04,83
Australia,AUS,2021-07-05,78
Australia,AUS,2021-07-06,91
Australia,AUS,2021-07-07,98
Australia,AUS,2021-07-08,100
Australia,AUS,2021-07-09,106
Australia,AUS,2021-07-10,107
Australia,AUS,2021-07-11,124
Australia,AUS,2021-07-12,119
Australia,AUS,2021-07-13,122
Australia,AUS,2021-07-14,126
Australia,AUS,2021-07-15,128
Australia,AUS,2021-07-16,113
Australia,AUS,2021-07-17,114
Australia,AUS,2021-07-18,123
Australia,AUS,2021-07-19,137
Australia,AUS,2021-07-20,146
Australia,AUS,2021-07-21,158
Australia,AUS,2021-07-22,170
Australia,AUS,2021-07-23,173
Australia,AUS,2021-07-24,173
Australia,AUS,2021-07-25,191
Australia,AUS,2021-07-26,207
Australia,AUS,2021-07-27,221
Australia,AUS,2021-07-28,224
Australia,AUS,2021-07-29,234
Australia,AUS,2021-07-30,250
Australia,AUS,2021-07-31,276
Australia,AUS,2021-08-01,290
Australia,AUS,2021-08-02,318
Australia,AUS,2021-08-03,366
Australia,AUS,2021-08-04,374
Australia,AUS,2021-08-05,392
Australia,AUS,2021-08-06,433
Australia,AUS,2021-08-07,433
Australia,AUS,2021-08-08,428
Australia,AUS,2021-08-09,433
Australia,AUS,2021-08-10,441
Australia,AUS,2021-08-11,428
Australia,AUS,2021-08-12,442
Australia,AUS,2021-08-13,427
Australia,AUS,2021-08-14,424
Australia,AUS,2021-08-15,436
Australia,AUS,2021-08-16,492
Australia,AUS,2021-08-17,503
Australia,AUS,2021-08-18,513
Australia,AUS,2021-08-19,506
Australia,AUS,2021-08-20,554
Australia,AUS,2021-08-21,605
Australia,AUS,2021-08-22,641
Australia,AUS,2021-08-23,668
Australia,AUS,2021-08-24,709
Australia,AUS,2021-08-25,767
Australia,AUS,2021-08-26,842
Australia,AUS,2021-08-27,854
Australia,AUS,2021-08-28,893
Australia,AUS,2021-08-29,926
Australia,AUS,2021-08-30,953
Australia,AUS,2021-08-31,1008
Australia,AUS,2021-09-01,1048
Australia,AUS,2021-09-02,1071
Australia,AUS,2021-09-03,1145
Australia,AUS,2021-09-04,1137
Australia,AUS,2021-09-05,1191
Australia,AUS,2021-09-06,1287
Australia,AUS,2021-09-07,1280
Australia,AUS,2021-09-08,1348
Australia,AUS,2021-09-09,1318
Australia,AUS,2021-09-10,1337
Australia,AUS,2021-09-11,1377
Australia,AUS,2021-09-12,1373
Australia,AUS,2021-09-13,1440
Australia,AUS,2021-09-14,1441
Australia,AUS,2021-09-15,1443
Australia,AUS,2021-09-16,1483
Australia,AUS,2021-09-17,1455
Australia,AUS,2021-09-18,1470
Australia,AUS,2021-09-19,1442
Australia,AUS,2021-09-20,1539
Australia,AUS,2021-09-21,1518
Australia,AUS,2021-09-22,1530
Australia,AUS,2021-09-23,1508
Australia,AUS,2021-09-24,1529
Australia,AUS,2021-09-25,1493
Australia,AUS,2021-09-26,1538
Australia,AUS,2021-09-27,1551
Australia,AUS,2021-09-28,1479
Australia,AUS,2021-09-29,1514
Australia,AUS,2021-09-30,1483
Australia,AUS,2021-10-01,1468
Australia,AUS,2021-10-02,1496
Australia,AUS,2021-10-03,1496
Australia,AUS,2021-10-04,1535
Australia,AUS,2021-10-05,1526
Australia,AUS,2021-10-06,1520
Australia,AUS,2021-10-07,1522
Australia,AUS,2021-10-08,1437
Australia,AUS,2021-10-09,1446
Australia,AUS,2021-10-10,1492
Australia,AUS,2021-10-11,1486
Australia,AUS,2021-10-12,1462
Australia,AUS,2021-10-13,1458
Australia,AUS,2021-10-14,1414
Australia,AUS,2021-10-15,1493
Australia,AUS,2021-10-16,1441
Australia,AUS,2021-10-17,1502
Australia,AUS,2021-10-18,1416
Australia,AUS,2021-10-19,1378
Australia,AUS,2021-10-20,1343
Australia,AUS,2021-10-21,1309
Australia,AUS,2021-10-22,1284
Australia,AUS,2021-10-23,1312
Australia,AUS,2021-10-24,1317
Australia,AUS,2021-10-25,1309
Australia,AUS,2021-10-26,1192
Australia,AUS,2021-10-27,1151
Australia,AUS,2021-10-28,1126
Australia,AUS,2021-10-29,1113
Australia,AUS,2021-10-30,1064
Australia,AUS,2021-10-31,1068
Australia,AUS,2021-11-01,1018
Australia,AUS,2021-11-02,983
Australia,AUS,2021-11-03,978
Australia,AUS,2021-11-04,931
Australia,AUS,2021-11-05,934
Australia,AUS,2021-11-06,851
Australia,AUS,2021-11-07,835
Australia,AUS,2021-11-08,851
Australia,AUS,2021-11-09,724
Australia,AUS,2021-11-10,702
Australia,AUS,2021-11-11,681
Australia,AUS,2021-11-12,654
Australia,AUS,2021-11-13,638
Australia,AUS,2021-11-14,615
Australia,AUS,2021-11-15,632
Australia,AUS,2021-11-16,598
Australia,AUS,2021-11-17,574
Australia,AUS,2021-11-18,559
Australia,AUS,2021-11-19,538
Australia,AUS,2021-11-20,547
Australia,AUS,2021-11-21,564
Australia,AUS,2021-11-22,550
Australia,AUS,2021-11-23,531
Australia,AUS,2021-11-24,563
Australia,AUS,2021-11-25,557
Australia,AUS,2021-11-26,536
Australia,AUS,2021-11-27,512
Australia,AUS,2021-11-28,542
Australia,AUS,2021-11-29,543
Australia,AUS,2021-11-30,532
Australia,AUS,2021-12-01,513
Australia,AUS,2021-12-02,511
Australia,AUS,2021-12-03,517
Australia,AUS,2021-12-04,541
Australia,AUS,2021-12-05,562
Australia,AUS,2021-12-06,543
Australia,AUS,2021-12-07,529
Australia,AUS,2021-12-08,539
Australia,AUS,2021-12-09,544
Australia,AUS,2021-12-10,541
Australia,AUS,2021-12-11,535
Australia,AUS,2021-12-12,569
Australia,AUS,2021-12-13,610
Australia,AUS,2021-12-14,625
Australia,AUS,2021-12-15,672
Australia,AUS,2021-12-16,716
Australia,AUS,2021-12-17,717
Australia,AUS,2021-12-18,759
Australia,AUS,2021-12-19,754
Australia,AUS,2021-12-20,774
Australia,AUS,2021-12-21,794
Australia,AUS,2021-12-22,860
Australia,AUS,2021-12-23,911
Australia,AUS,2021-12-24,906
Australia,AUS,2021-12-25,969
Australia,AUS,2021-12-26,1000
Australia,AUS,2021-12-27,1067
Australia,AUS,2021-12-28,1177
Australia,AUS,2021-12-29,1310
Australia,AUS,2021-12-30,1465
Australia,AUS,2021-12-31,1605
Australia,AUS,2022-01-01,1828
Australia,AUS,2022-01-02,2003
Australia,AUS,2022-01-03,2207
Australia,AUS,2022-01-04,2524
Australia,AUS,2022-01-05,2707
Australia,AUS,2022-01-06,2904
Australia,AUS,2022-01-07,3107
Australia,AUS,2022-01-08,3323
Australia,AUS,2022-01-09,3523
Australia,AUS,2022-01-10,3865
Australia,AUS,2022-01-11,4006
Australia,AUS,2022-01-12,4197
Australia,AUS,2022-01-13,4424
Australia,AUS,2022-01-14,4603
Australia,AUS,2022-01-15,4759
Australia,AUS,2022-01-16,5047
Australia,AUS,2022-01-17,5238
Australia,AUS,2022-01-18,5307
Australia,AUS,2022-01-19,5277
Australia,AUS,2022-01-20,5147
Australia,AUS,2022-01-21,5108
Australia,AUS,2022-01-22,5036
Australia,AUS,2022-01-23,5173
Australia,AUS,2022-01-24,5390
Australia,AUS,2022-01-25,5227
Australia,AUS,2022-01-26,5090
Australia,AUS,2022-01-27,5021
Australia,AUS,2022-01-28,4953
Australia,AUS,2022-01-29,4790
Australia,AUS,2022-01-30,4947
Australia,AUS,2022-01-31,4954
Australia,AUS,2022-02-01,4664
Australia,AUS,2022-02-02,4594
Australia,AUS,2022-02-03,4448
Australia,AUS,2022-02-04,4256
Australia,AUS,2022-02-05,4147
Australia,AUS,2022-02-06,3914
Australia,AUS,2022-02-07,3801
Australia,AUS,2022-02-08,3588
Australia,AUS,2022-02-09,3414
Australia,AUS,2022-02-10,3293
Australia,AUS,2022-02-11,3126
Australia,AUS,2022-02-12,3010
Australia,AUS,2022-02-13,3069
Australia,AUS,2022-02-14,2949
Australia,AUS,2022-02-15,2738
Australia,AUS,2022-02-16,2677
Australia,AUS,2022-02-17,2528
Australia,AUS,2022-02-18,2467
Australia,AUS,2022-02-19,2392
Australia,AUS,2022-02-20,2416
Australia,AUS,2022-02-21,2407
Australia,AUS,2022-02-22,2322
Australia,AUS,2022-02-23,2186
Australia,AUS,2022-02-24,2072
Australia,AUS,2022-02-25,2025
Australia,AUS,2022-02-26,1995
Australia,AUS,2022-02-27,2003
Australia,AUS,2022-02-28,1940
Australia,AUS,2022-03-01,1904
Australia,AUS,2022-03-02,1837
Australia,AUS,2022-03-03,1752
Australia,AUS,2022-03-04,1752
Australia,AUS,2022-03-05,1737
Australia,AUS,2022-03-06,1809
Australia,AUS,2022-03-07,1788
Australia,AUS,2022-03-08,1737
Australia,AUS,2022-03-09,1688
Australia,AUS,2022-03-10,1689
Australia,AUS,2022-03-11,1655
Australia,AUS,2022-03-12,1702
Australia,AUS,2022-03-13,1727
Australia,AUS,2022-03-14,1801
Australia,AUS,2022-03-15,1782
Australia,AUS,2022-03-16,1855
Australia,AUS,2022-03-17,1812
Australia,AUS,2022-03-18,1903
Australia,AUS,2022-03-19,1943
Australia,AUS,2022-03-20,2046
Australia,AUS,2022-03-21,2107
Australia,AUS,2022-03-22,2104
Australia,AUS,2022-03-23,2149
Australia,AUS,2022-03-24,2152
Australia,AUS,2022-03-25,2159
Australia,AUS,2022-03-26,2176
Australia,AUS,2022-03-27,2301
Australia,AUS,2022-03-28,2364
Australia,AUS,2022-03-29,2446
Australia,AUS,2022-03-30,2492
Australia,AUS,2022-03-31,2533
Australia,AUS,2022-04-01,2522
Australia,AUS,2022-04-02,2581
Australia,AUS,2022-04-03,2668
Austria,AUT,2020-04-01,1071
Austria,AUT,2020-04-02,1042
Austria,AUT,2020-04-03,1074
Austria,AUT,2020-04-04,1071
Austria,AUT,2020-04-05,956
Austria,AUT,2020-04-06,1074
Austria,AUT,2020-04-07,1100
Austria,AUT,2020-04-08,1096
Austria,AUT,2020-04-09,1086
Austria,AUT,2020-04-10,1032
Austria,AUT,2020-04-11,1035
Austria,AUT,2020-04-12,1035
Austria,AUT,2020-04-13,981
Austria,AUT,2020-04-14,1002
Austria,AUT,2020-04-15,1001
Austria,AUT,2020-04-16,967
Austria,AUT,2020-04-17,909
Austria,AUT,2020-04-18,855
Austria,AUT,2020-04-19,817
Austria,AUT,2020-04-20,805
Austria,AUT,2020-04-21,756
Austria,AUT,2020-04-22,700
Austria,AUT,2020-04-23,677
Austria,AUT,2020-04-24,651
Austria,AUT,2020-04-25,608
Austria,AUT,2020-04-26,594
Austria,AUT,2020-04-27,579
Austria,AUT,2020-04-28,561
Austria,AUT,2020-04-29,517
Austria,AUT,2020-04-30,500
Austria,AUT,2020-05-01,472
Austria,AUT,2020-05-02,428
Austria,AUT,2020-05-03,422
Austria,AUT,2020-05-04,420
Austria,AUT,2020-05-05,418
Austria,AUT,2020-05-06,418
Austria,AUT,2020-05-07,360
Austria,AUT,2020-05-08,339
Austria,AUT,2020-05-09,309
Austria,AUT,2020-05-10,291
Austria,AUT,2020-05-11,279
Austria,AUT,2020-05-12,264
Austria,AUT,2020-05-13,243
Austria,AUT,2020-05-14,234
Austria,AUT,2020-05-15,212
Austria,AUT,2020-05-16,208
Austria,AUT,2020-05-17,197
Austria,AUT,2020-05-18,196
Austria,AUT,2020-05-19,182
Austria,AUT,2020-05-20,174
Austria,AUT,2020-05-21,188
Austria,AUT,2020-05-22,159
Austria,AUT,2020-05-23,144
Austria,AUT,2020-05-24,137
Austria,AUT,2020-05-25,139
Austria,AUT,2020-05-26,127
Austria,AUT,2020-05-27,116
Austria,AUT,2020-05-28,107
Austria,AUT,2020-05-29,103
Austria,AUT,2020-05-30,98
Austria,AUT,2020-05-31,97
Austria,AUT,2020-06-01,97
Austria,AUT,2020-06-02,88
Austria,AUT,2020-06-03,87
Austria,AUT,2020-06-04,87
Austria,AUT,2020-06-05,75
Austria,AUT,2020-06-06,72
Austria,AUT,2020-06-07,69
Austria,AUT,2020-06-08,82
Austria,AUT,2020-06-09,84
Austria,AUT,2020-06-10,80
Austria,AUT,2020-06-11,81
Austria,AUT,2020-06-12,69
Austria,AUT,2020-06-13,72
Austria,AUT,2020-06-14,69
Austria,AUT,2020-06-15,79
Austria,AUT,2020-06-16,78
Austria,AUT,2020-06-17,71
